date	pays	taux
1999-12-22	italy	5.52
1999-12-23	france	5.348
1999-12-23	germany	5.246
1999-12-23	italy	5.482
1999-12-24	france	5.322
1999-12-24	germany	5.241
1999-12-24	italy	5.482
1999-12-26	france	NA
1999-12-26	germany	5.249
1999-12-26	italy	NA
1999-12-27	france	5.374
1999-12-27	germany	5.271
1999-12-27	italy	5.521
1999-12-28	france	5.41
1999-12-28	germany	5.293
1999-12-28	italy	5.571
1999-12-29	france	5.421
1999-12-29	germany	5.276
1999-12-29	italy	5.557
1999-12-30	france	5.48
1999-12-30	germany	5.33
1999-12-30	italy	5.616
1999-12-31	france	5.473
1999-12-31	germany	5.351
1999-12-31	italy	5.627
2000-01-01	france	NA
2000-01-01	germany	5.339
2000-01-01	italy	NA
2000-01-03	france	5.599
2000-01-03	germany	5.468
2000-01-03	italy	5.705
2000-01-04	france	5.62
2000-01-04	germany	5.505
2000-01-04	italy	5.772
2000-01-05	france	5.629
2000-01-05	germany	5.487
2000-01-05	italy	5.743
2000-01-06	france	5.677
2000-01-06	germany	5.548
2000-01-06	italy	5.784
2000-01-07	france	5.608
2000-01-07	germany	5.497
2000-01-07	italy	5.732
2000-01-08	france	NA
2000-01-08	germany	5.435
2000-01-08	italy	NA
2000-01-09	france	NA
2000-01-09	germany	5.44
2000-01-09	italy	NA
2000-01-10	france	5.546
2000-01-10	germany	5.436
2000-01-10	italy	5.659
2000-01-11	france	5.653
2000-01-11	germany	5.473
2000-01-11	italy	5.752
2000-01-12	france	5.658
2000-01-12	germany	5.563
2000-01-12	italy	5.808
2000-01-13	france	5.638
2000-01-13	germany	5.554
2000-01-13	italy	5.786
2000-01-14	france	5.608
2000-01-14	germany	5.564
2000-01-14	italy	5.748
2000-01-15	france	NA
2000-01-15	germany	5.568
2000-01-15	italy	NA
2000-01-17	france	5.676
2000-01-17	germany	5.571
2000-01-17	italy	5.819
2000-01-18	france	5.749
2000-01-18	germany	5.587
2000-01-18	italy	5.869
2000-01-19	france	5.73
2000-01-19	germany	5.671
2000-01-19	italy	5.882
2000-01-20	france	5.734
2000-01-20	germany	5.598
2000-01-20	italy	5.873
2000-01-21	france	5.721
2000-01-21	germany	5.582
2000-01-21	italy	5.826
2000-01-22	france	NA
2000-01-22	germany	5.577
2000-01-22	italy	NA
2000-01-23	france	NA
2000-01-23	germany	5.589
2000-01-23	italy	NA
2000-01-24	france	5.706
2000-01-24	germany	5.583
2000-01-24	italy	5.829
2000-01-25	france	5.662
2000-01-25	germany	5.522
2000-01-25	italy	5.783
2000-01-26	france	5.653
2000-01-26	germany	5.508
2000-01-26	italy	5.768
2000-01-27	france	5.742
2000-01-27	germany	5.634
2000-01-27	italy	5.81
2000-01-28	france	5.776
2000-01-28	germany	5.593
2000-01-28	italy	5.885
2000-01-31	france	5.682
2000-01-31	germany	5.539
2000-01-31	italy	5.824
2000-02-01	france	5.594
2000-02-01	germany	5.456
2000-02-01	italy	5.759
2000-02-02	france	5.608
2000-02-02	germany	5.471
2000-02-02	italy	5.726
2000-02-03	france	5.554
2000-02-03	germany	5.435
2000-02-03	italy	5.735
2000-02-04	france	5.603
2000-02-04	germany	5.479
2000-02-04	italy	5.676
2000-02-05	france	NA
2000-02-05	germany	5.507
2000-02-05	italy	NA
2000-02-07	france	5.64
2000-02-07	germany	5.527
2000-02-07	italy	5.776
2000-02-08	france	5.61
2000-02-08	germany	5.485
2000-02-08	italy	5.755
2000-02-09	france	5.627
2000-02-09	germany	5.483
2000-02-09	italy	5.749
2000-02-10	france	5.705
2000-02-10	germany	5.534
2000-02-10	italy	5.809
2000-02-11	france	5.694
2000-02-11	germany	5.591
2000-02-11	italy	5.863
2000-02-12	france	NA
2000-02-12	germany	5.595
2000-02-12	italy	NA
2000-02-14	france	5.641
2000-02-14	germany	5.528
2000-02-14	italy	5.833
2000-02-15	france	5.685
2000-02-15	germany	5.562
2000-02-15	italy	5.822
2000-02-16	france	5.689
2000-02-16	germany	5.61
2000-02-16	italy	5.85
2000-02-17	france	5.682
2000-02-17	germany	5.557
2000-02-17	italy	5.817
2000-02-18	france	5.684
2000-02-18	germany	5.568
2000-02-18	italy	5.831
2000-02-19	france	NA
2000-02-19	germany	5.568
2000-02-19	italy	NA
2000-02-21	france	5.631
2000-02-21	germany	5.529
2000-02-21	italy	5.787
2000-02-22	france	5.537
2000-02-22	germany	5.426
2000-02-22	italy	5.718
2000-02-23	france	5.555
2000-02-23	germany	5.45
2000-02-23	italy	5.706
2000-02-24	france	5.532
2000-02-24	germany	5.469
2000-02-24	italy	5.709
2000-02-25	france	5.546
2000-02-25	germany	5.426
2000-02-25	italy	5.693
2000-02-26	france	NA
2000-02-26	germany	5.491
2000-02-26	italy	NA
2000-02-28	france	5.612
2000-02-28	germany	5.494
2000-02-28	italy	5.758
2000-02-29	france	5.615
2000-02-29	germany	5.491
2000-02-29	italy	5.764
2000-03-01	france	5.583
2000-03-01	germany	5.491
2000-03-01	italy	5.75
2000-03-02	france	5.651
2000-03-02	germany	5.518
2000-03-02	italy	5.783
2000-03-03	france	5.57
2000-03-03	germany	5.471
2000-03-03	italy	5.748
2000-03-04	france	NA
2000-03-04	germany	5.461
2000-03-04	italy	NA
2000-03-06	france	5.561
2000-03-06	germany	5.445
2000-03-06	italy	5.718
2000-03-07	france	5.528
2000-03-07	germany	5.417
2000-03-07	italy	5.695
2000-03-08	france	5.552
2000-03-08	germany	5.446
2000-03-08	italy	5.721
2000-03-09	france	5.464
2000-03-09	germany	5.379
2000-03-09	italy	5.647
2000-03-10	france	5.474
2000-03-10	germany	5.347
2000-03-10	italy	5.627
2000-03-11	france	NA
2000-03-11	germany	5.365
2000-03-11	italy	NA
2000-03-13	france	5.419
2000-03-13	germany	5.342
2000-03-13	italy	5.592
2000-03-14	france	5.471
2000-03-14	germany	5.354
2000-03-14	italy	5.626
2000-03-15	france	5.447
2000-03-15	germany	5.321
2000-03-15	italy	5.612
2000-03-16	france	5.395
2000-03-16	germany	5.326
2000-03-16	italy	5.596
2000-03-17	france	5.352
2000-03-17	germany	5.29
2000-03-17	italy	5.532
2000-03-18	france	NA
2000-03-18	germany	5.238
2000-03-18	italy	NA
2000-03-20	france	5.36
2000-03-20	germany	5.252
2000-03-20	italy	5.53
2000-03-21	france	5.336
2000-03-21	germany	5.225
2000-03-21	italy	5.503
2000-03-22	france	5.362
2000-03-22	germany	5.25
2000-03-22	italy	5.524
2000-03-23	france	5.307
2000-03-23	germany	5.251
2000-03-23	italy	5.495
2000-03-24	france	5.345
2000-03-24	germany	5.221
2000-03-24	italy	5.516
2000-03-25	france	NA
2000-03-25	germany	5.249
2000-03-25	italy	NA
2000-03-26	france	NA
2000-03-26	germany	5.254
2000-03-26	italy	NA
2000-03-27	france	5.432
2000-03-27	germany	5.303
2000-03-27	italy	5.612
2000-03-28	france	5.39
2000-03-28	germany	5.286
2000-03-28	italy	5.574
2000-03-29	france	5.403
2000-03-29	germany	5.298
2000-03-29	italy	5.571
2000-03-30	france	5.368
2000-03-30	germany	5.263
2000-03-30	italy	5.569
2000-03-31	france	5.333
2000-03-31	germany	5.223
2000-03-31	italy	5.518
2000-04-01	france	NA
2000-04-01	germany	5.221
2000-04-01	italy	NA
2000-04-02	france	NA
2000-04-02	germany	5.221
2000-04-02	italy	NA
2000-04-03	france	5.3
2000-04-03	germany	5.178
2000-04-03	italy	5.505
2000-04-04	france	5.256
2000-04-04	germany	5.184
2000-04-04	italy	5.491
2000-04-05	france	5.242
2000-04-05	germany	5.16
2000-04-05	italy	5.435
2000-04-06	france	5.305
2000-04-06	germany	5.181
2000-04-06	italy	5.488
2000-04-07	france	5.296
2000-04-07	germany	5.201
2000-04-07	italy	5.495
2000-04-08	france	NA
2000-04-08	germany	5.189
2000-04-08	italy	NA
2000-04-09	france	NA
2000-04-09	germany	5.187
2000-04-09	italy	NA
2000-04-10	france	5.272
2000-04-10	germany	5.15
2000-04-10	italy	5.443
2000-04-11	france	5.264
2000-04-11	germany	5.12
2000-04-11	italy	5.412
2000-04-12	france	5.282
2000-04-12	germany	5.188
2000-04-12	italy	5.486
2000-04-13	france	5.308
2000-04-13	germany	5.199
2000-04-13	italy	5.488
2000-04-14	france	5.348
2000-04-14	germany	5.191
2000-04-14	italy	5.49
2000-04-15	france	NA
2000-04-15	germany	5.243
2000-04-15	italy	NA
2000-04-16	france	NA
2000-04-16	germany	5.231
2000-04-16	italy	NA
2000-04-17	france	5.329
2000-04-17	germany	5.227
2000-04-17	italy	5.498
2000-04-18	france	5.354
2000-04-18	germany	5.252
2000-04-18	italy	5.529
2000-04-19	france	5.381
2000-04-19	germany	5.287
2000-04-19	italy	5.563
2000-04-20	france	5.375
2000-04-20	germany	5.28
2000-04-20	italy	5.566
2000-04-21	france	5.409
2000-04-21	germany	5.324
2000-04-21	italy	5.595
2000-04-24	france	5.409
2000-04-24	germany	5.308
2000-04-24	italy	5.595
2000-04-25	france	5.447
2000-04-25	germany	5.337
2000-04-25	italy	5.611
2000-04-26	france	5.378
2000-04-26	germany	5.278
2000-04-26	italy	5.611
2000-04-27	france	5.399
2000-04-27	germany	5.301
2000-04-27	italy	5.571
2000-04-28	france	5.4
2000-04-28	germany	5.301
2000-04-28	italy	5.604
2000-04-29	france	NA
2000-04-29	germany	5.304
2000-04-29	italy	NA
2000-05-01	france	5.407
2000-05-01	germany	5.301
2000-05-01	italy	NA
2000-05-02	france	5.412
2000-05-02	germany	5.341
2000-05-02	italy	5.618
2000-05-03	france	5.534
2000-05-03	germany	5.421
2000-05-03	italy	5.665
2000-05-04	france	5.582
2000-05-04	germany	5.457
2000-05-04	italy	5.782
2000-05-05	france	5.566
2000-05-05	germany	5.436
2000-05-05	italy	5.779
2000-05-06	france	NA
2000-05-06	germany	5.446
2000-05-06	italy	NA
2000-05-08	france	5.533
2000-05-08	germany	5.429
2000-05-08	italy	5.743
2000-05-09	france	5.496
2000-05-09	germany	5.382
2000-05-09	italy	5.724
2000-05-10	france	5.472
2000-05-10	germany	5.353
2000-05-10	italy	5.684
2000-05-11	france	5.532
2000-05-11	germany	5.395
2000-05-11	italy	5.705
2000-05-12	france	5.55
2000-05-12	germany	5.419
2000-05-12	italy	5.745
2000-05-13	france	NA
2000-05-13	germany	5.402
2000-05-13	italy	NA
2000-05-15	france	5.528
2000-05-15	germany	5.37
2000-05-15	italy	5.751
2000-05-16	france	5.489
2000-05-16	germany	5.386
2000-05-16	italy	5.736
2000-05-17	france	5.575
2000-05-17	germany	5.398
2000-05-17	italy	5.784
2000-05-18	france	5.583
2000-05-18	germany	5.419
2000-05-18	italy	5.829
2000-05-19	france	5.552
2000-05-19	germany	5.429
2000-05-19	italy	5.877
2000-05-20	france	NA
2000-05-20	germany	5.404
2000-05-20	italy	NA
2000-05-22	france	5.517
2000-05-22	germany	5.323
2000-05-22	italy	5.82
2000-05-23	france	5.512
2000-05-23	germany	5.336
2000-05-23	italy	5.743
2000-05-24	france	5.468
2000-05-24	germany	5.295
2000-05-24	italy	5.697
2000-05-25	france	5.408
2000-05-25	germany	5.323
2000-05-25	italy	5.693
2000-05-26	france	5.342
2000-05-26	germany	5.244
2000-05-26	italy	5.613
2000-05-27	france	NA
2000-05-27	germany	5.199
2000-05-27	italy	NA
2000-05-28	france	NA
2000-05-28	germany	5.192
2000-05-28	italy	NA
2000-05-29	france	5.373
2000-05-29	germany	5.213
2000-05-29	italy	5.608
2000-05-30	france	5.393
2000-05-30	germany	5.251
2000-05-30	italy	5.545
2000-05-31	france	5.345
2000-05-31	germany	5.177
2000-05-31	italy	5.558
2000-06-01	france	5.256
2000-06-01	germany	5.175
2000-06-01	italy	5.517
2000-06-02	france	5.231
2000-06-02	germany	5.13
2000-06-02	italy	5.469
2000-06-03	france	NA
2000-06-03	germany	5.097
2000-06-03	italy	NA
2000-06-05	france	5.228
2000-06-05	germany	5.079
2000-06-05	italy	5.452
2000-06-06	france	5.273
2000-06-06	germany	5.135
2000-06-06	italy	5.454
2000-06-07	france	5.28
2000-06-07	germany	5.121
2000-06-07	italy	5.477
2000-06-08	france	5.366
2000-06-08	germany	5.171
2000-06-08	italy	5.486
2000-06-09	france	5.32
2000-06-09	germany	5.153
2000-06-09	italy	5.528
2000-06-10	france	NA
2000-06-10	germany	5.146
2000-06-10	italy	NA
2000-06-12	france	5.318
2000-06-12	germany	5.146
2000-06-12	italy	5.518
2000-06-13	france	5.272
2000-06-13	germany	5.161
2000-06-13	italy	5.509
2000-06-14	france	5.322
2000-06-14	germany	5.14
2000-06-14	italy	5.518
2000-06-15	france	5.321
2000-06-15	germany	5.162
2000-06-15	italy	5.525
2000-06-16	france	5.242
2000-06-16	germany	5.087
2000-06-16	italy	5.484
2000-06-17	france	NA
2000-06-17	germany	5.098
2000-06-17	italy	NA
2000-06-19	france	5.269
2000-06-19	germany	5.074
2000-06-19	italy	5.473
2000-06-20	france	5.27
2000-06-20	germany	5.107
2000-06-20	italy	5.473
2000-06-21	france	5.343
2000-06-21	germany	5.198
2000-06-21	italy	5.538
2000-06-22	france	5.386
2000-06-22	germany	5.233
2000-06-22	italy	5.576
2000-06-23	france	5.405
2000-06-23	germany	5.233
2000-06-23	italy	5.602
2000-06-24	france	NA
2000-06-24	germany	5.254
2000-06-24	italy	NA
2000-06-26	france	5.394
2000-06-26	germany	5.286
2000-06-26	italy	5.633
2000-06-27	france	5.395
2000-06-27	germany	5.241
2000-06-27	italy	5.592
2000-06-28	france	5.401
2000-06-28	germany	5.242
2000-06-28	italy	5.597
2000-06-29	france	5.354
2000-06-29	germany	5.246
2000-06-29	italy	5.586
2000-06-30	france	5.363
2000-06-30	germany	5.223
2000-06-30	italy	5.564
2000-07-01	france	NA
2000-07-01	germany	5.244
2000-07-01	italy	NA
2000-07-03	france	5.423
2000-07-03	germany	5.28
2000-07-03	italy	5.631
2000-07-04	france	5.435
2000-07-04	germany	5.259
2000-07-04	italy	5.622
2000-07-05	france	5.392
2000-07-05	germany	5.235
2000-07-05	italy	5.613
2000-07-06	france	5.466
2000-07-06	germany	5.264
2000-07-06	italy	5.607
2000-07-07	france	5.401
2000-07-07	germany	5.285
2000-07-07	italy	5.605
2000-07-10	france	5.431
2000-07-10	germany	5.28
2000-07-10	italy	5.597
2000-07-11	france	5.383
2000-07-11	germany	5.241
2000-07-11	italy	5.585
2000-07-12	france	5.382
2000-07-12	germany	5.277
2000-07-12	italy	5.578
2000-07-13	france	5.37
2000-07-13	germany	5.268
2000-07-13	italy	5.618
2000-07-14	france	5.409
2000-07-14	germany	5.312
2000-07-14	italy	5.601
2000-07-15	france	NA
2000-07-15	germany	5.314
2000-07-15	italy	NA
2000-07-17	france	5.409
2000-07-17	germany	5.299
2000-07-17	italy	5.643
2000-07-18	france	5.436
2000-07-18	germany	5.327
2000-07-18	italy	5.65
2000-07-19	france	5.436
2000-07-19	germany	5.353
2000-07-19	italy	5.658
2000-07-20	france	5.395
2000-07-20	germany	5.26
2000-07-20	italy	5.63
2000-07-21	france	5.371
2000-07-21	germany	5.244
2000-07-21	italy	5.581
2000-07-22	france	NA
2000-07-22	germany	5.262
2000-07-22	italy	NA
2000-07-23	france	NA
2000-07-23	germany	5.262
2000-07-23	italy	NA
2000-07-24	france	5.379
2000-07-24	germany	5.256
2000-07-24	italy	5.581
2000-07-25	france	5.33
2000-07-25	germany	5.2
2000-07-25	italy	5.541
2000-07-26	france	5.292
2000-07-26	germany	5.174
2000-07-26	italy	5.527
2000-07-27	france	5.3
2000-07-27	germany	5.184
2000-07-27	italy	5.52
2000-07-28	france	5.326
2000-07-28	germany	5.201
2000-07-28	italy	5.556
2000-07-29	france	NA
2000-07-29	germany	5.211
2000-07-29	italy	NA
2000-07-31	france	5.346
2000-07-31	germany	5.212
2000-07-31	italy	5.564
2000-08-01	france	5.282
2000-08-01	germany	5.183
2000-08-01	italy	5.529
2000-08-02	france	5.304
2000-08-02	germany	5.175
2000-08-02	italy	5.523
2000-08-03	france	5.299
2000-08-03	germany	5.186
2000-08-03	italy	5.54
2000-08-04	france	5.315
2000-08-04	germany	5.18
2000-08-04	italy	5.527
2000-08-05	france	NA
2000-08-05	germany	5.192
2000-08-05	italy	NA
2000-08-07	france	5.302
2000-08-07	germany	5.175
2000-08-07	italy	5.515
2000-08-08	france	5.329
2000-08-08	germany	5.191
2000-08-08	italy	5.535
2000-08-09	france	5.314
2000-08-09	germany	5.18
2000-08-09	italy	5.531
2000-08-10	france	5.285
2000-08-10	germany	5.143
2000-08-10	italy	5.495
2000-08-11	france	5.287
2000-08-11	germany	5.155
2000-08-11	italy	5.494
2000-08-12	france	NA
2000-08-12	germany	5.159
2000-08-12	italy	NA
2000-08-14	france	5.287
2000-08-14	germany	5.158
2000-08-14	italy	5.537
2000-08-15	france	5.287
2000-08-15	germany	5.215
2000-08-15	italy	5.551
2000-08-16	france	5.371
2000-08-16	germany	5.207
2000-08-16	italy	5.592
2000-08-17	france	5.359
2000-08-17	germany	5.199
2000-08-17	italy	5.583
2000-08-18	france	5.357
2000-08-18	germany	5.209
2000-08-18	italy	5.563
2000-08-19	france	NA
2000-08-19	germany	5.198
2000-08-19	italy	NA
2000-08-21	france	5.412
2000-08-21	germany	5.263
2000-08-21	italy	5.583
2000-08-22	france	5.387
2000-08-22	germany	5.263
2000-08-22	italy	5.589
2000-08-23	france	5.362
2000-08-23	germany	5.212
2000-08-23	italy	5.582
2000-08-24	france	5.363
2000-08-24	germany	5.207
2000-08-24	italy	5.58
2000-08-25	france	5.383
2000-08-25	germany	5.22
2000-08-25	italy	5.593
2000-08-26	france	NA
2000-08-26	germany	5.243
2000-08-26	italy	NA
2000-08-28	france	5.395
2000-08-28	germany	5.243
2000-08-28	italy	5.617
2000-08-29	france	5.457
2000-08-29	germany	5.297
2000-08-29	italy	5.645
2000-08-30	france	5.46
2000-08-30	germany	5.301
2000-08-30	italy	5.671
2000-08-31	france	5.456
2000-08-31	germany	5.301
2000-08-31	italy	5.656
2000-09-01	france	5.334
2000-09-01	germany	5.177
2000-09-01	italy	5.606
2000-09-02	france	NA
2000-09-02	germany	5.173
2000-09-02	italy	NA
2000-09-04	france	5.35
2000-09-04	germany	5.196
2000-09-04	italy	5.555
2000-09-05	france	5.368
2000-09-05	germany	5.207
2000-09-05	italy	5.577
2000-09-06	france	5.388
2000-09-06	germany	5.231
2000-09-06	italy	5.592
2000-09-07	france	5.41
2000-09-07	germany	5.275
2000-09-07	italy	5.631
2000-09-08	france	5.438
2000-09-08	germany	5.252
2000-09-08	italy	5.622
2000-09-09	france	NA
2000-09-09	germany	5.284
2000-09-09	italy	NA
2000-09-11	france	5.424
2000-09-11	germany	5.271
2000-09-11	italy	5.646
2000-09-12	france	5.443
2000-09-12	germany	5.288
2000-09-12	italy	5.645
2000-09-13	france	5.424
2000-09-13	germany	5.289
2000-09-13	italy	5.638
2000-09-14	france	5.413
2000-09-14	germany	5.284
2000-09-14	italy	5.619
2000-09-15	france	5.441
2000-09-15	germany	5.262
2000-09-15	italy	5.629
2000-09-16	france	NA
2000-09-16	germany	5.301
2000-09-16	italy	NA
2000-09-17	france	NA
2000-09-17	germany	5.301
2000-09-17	italy	NA
2000-09-18	france	5.49
2000-09-18	germany	5.345
2000-09-18	italy	5.711
2000-09-19	france	5.472
2000-09-19	germany	5.324
2000-09-19	italy	5.702
2000-09-20	france	5.472
2000-09-20	germany	5.315
2000-09-20	italy	5.706
2000-09-21	france	5.425
2000-09-21	germany	5.269
2000-09-21	italy	5.681
2000-09-22	france	5.383
2000-09-22	germany	5.24
2000-09-22	italy	5.627
2000-09-23	france	NA
2000-09-23	germany	5.238
2000-09-23	italy	NA
2000-09-25	france	5.372
2000-09-25	germany	5.276
2000-09-25	italy	5.638
2000-09-26	france	5.374
2000-09-26	germany	5.244
2000-09-26	italy	5.633
2000-09-27	france	5.421
2000-09-27	germany	5.254
2000-09-27	italy	5.633
2000-09-28	france	5.409
2000-09-28	germany	5.26
2000-09-28	italy	5.642
2000-09-29	france	5.374
2000-09-29	germany	5.229
2000-09-29	italy	5.625
2000-09-30	france	NA
2000-09-30	germany	5.23
2000-09-30	italy	NA
2000-10-02	france	5.38
2000-10-02	germany	5.236
2000-10-02	italy	5.605
2000-10-03	france	5.38
2000-10-03	germany	5.241
2000-10-03	italy	5.598
2000-10-04	france	5.391
2000-10-04	germany	5.253
2000-10-04	italy	5.607
2000-10-05	france	5.401
2000-10-05	germany	5.276
2000-10-05	italy	5.625
2000-10-06	france	5.377
2000-10-06	germany	5.257
2000-10-06	italy	5.61
2000-10-09	france	5.341
2000-10-09	germany	5.229
2000-10-09	italy	5.588
2000-10-10	france	5.353
2000-10-10	germany	5.22
2000-10-10	italy	5.591
2000-10-11	france	5.299
2000-10-11	germany	5.189
2000-10-11	italy	5.563
2000-10-12	france	5.277
2000-10-12	germany	5.17
2000-10-12	italy	5.582
2000-10-13	france	5.318
2000-10-13	germany	5.206
2000-10-13	italy	5.562
2000-10-14	france	NA
2000-10-14	germany	5.201
2000-10-14	italy	NA
2000-10-16	france	5.332
2000-10-16	germany	5.211
2000-10-16	italy	5.603
2000-10-17	france	5.342
2000-10-17	germany	5.222
2000-10-17	italy	5.608
2000-10-18	france	5.324
2000-10-18	germany	5.187
2000-10-18	italy	5.581
2000-10-19	france	5.331
2000-10-19	germany	5.209
2000-10-19	italy	5.605
2000-10-20	france	5.331
2000-10-20	germany	5.19
2000-10-20	italy	5.588
2000-10-23	france	5.339
2000-10-23	germany	5.202
2000-10-23	italy	5.596
2000-10-24	france	5.335
2000-10-24	germany	5.208
2000-10-24	italy	5.598
2000-10-25	france	5.386
2000-10-25	germany	5.257
2000-10-25	italy	5.609
2000-10-26	france	5.37
2000-10-26	germany	5.265
2000-10-26	italy	5.633
2000-10-27	france	5.341
2000-10-27	germany	5.229
2000-10-27	italy	5.609
2000-10-28	france	NA
2000-10-28	germany	5.218
2000-10-28	italy	NA
2000-10-30	france	5.354
2000-10-30	germany	5.21
2000-10-30	italy	5.591
2000-10-31	france	5.343
2000-10-31	germany	5.24
2000-10-31	italy	5.607
2000-11-01	france	5.321
2000-11-01	germany	5.212
2000-11-01	italy	5.587
2000-11-02	france	5.308
2000-11-02	germany	5.213
2000-11-02	italy	5.58
2000-11-03	france	5.317
2000-11-03	germany	5.208
2000-11-03	italy	5.578
2000-11-04	france	NA
2000-11-04	germany	5.232
2000-11-04	italy	NA
2000-11-06	france	5.329
2000-11-06	germany	5.218
2000-11-06	italy	5.602
2000-11-07	france	5.346
2000-11-07	germany	5.244
2000-11-07	italy	5.608
2000-11-08	france	5.361
2000-11-08	germany	5.255
2000-11-08	italy	5.635
2000-11-09	france	5.344
2000-11-09	germany	5.236
2000-11-09	italy	5.624
2000-11-10	france	5.336
2000-11-10	germany	5.228
2000-11-10	italy	5.605
2000-11-11	france	NA
2000-11-11	germany	5.215
2000-11-11	italy	NA
2000-11-13	france	5.311
2000-11-13	germany	5.206
2000-11-13	italy	5.584
2000-11-14	france	5.301
2000-11-14	germany	5.197
2000-11-14	italy	5.572
2000-11-15	france	5.31
2000-11-15	germany	5.189
2000-11-15	italy	5.573
2000-11-16	france	5.291
2000-11-16	germany	5.18
2000-11-16	italy	5.551
2000-11-17	france	5.293
2000-11-17	germany	5.173
2000-11-17	italy	5.553
2000-11-18	france	NA
2000-11-18	germany	5.187
2000-11-18	italy	NA
2000-11-20	france	5.285
2000-11-20	germany	5.168
2000-11-20	italy	5.557
2000-11-21	france	5.299
2000-11-21	germany	5.181
2000-11-21	italy	5.553
2000-11-22	france	5.24
2000-11-22	germany	5.14
2000-11-22	italy	5.534
2000-11-23	france	5.244
2000-11-23	germany	5.113
2000-11-23	italy	5.499
2000-11-24	france	5.238
